Core,Subst,chembl_id
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,CC(C)[*:2].Cl[*:1].[*:3].[*:4],CHEMBL1630224
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,CCC(CC)CO[*:2].Cl[*:1].[*:3].[*:4],CHEMBL1630231
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cl[*:2].Cl[*:1].[*:3].[*:4],CHEMBL1288554
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,C[*:3].Cl[*:1].[*:2].[*:4],CHEMBL1630232
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cc1ccccc1[*:3].Cl[*:1].[*:2].[*:4],CHEMBL1630238
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cl[*:1].N[*:3].[*:2].[*:4],CHEMBL1630234
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cl[*:1].c1ccc([*:3])cc1.[*:2].[*:4],CHEMBL1630237
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cl[*:1].c1ccc(S[*:3])cc1.[*:2].[*:4],CHEMBL1630236
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cl[*:1].Cl[*:3].[*:2].[*:4],CHEMBL1288533
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cl[*:1].c1ccc(O[*:3])cc1.[*:2].[*:4],CHEMBL1630223
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cl[*:3].Cl[*:4].[*:1].[*:2],CHEMBL1288590
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,C[*:3].C[*:4].Cl[*:1].[*:2],CHEMBL1288730
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Br[*:1].C[*:3].C[*:2].[*:4],CHEMBL3342568
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cl[*:1].Cl[*:3].Cl[*:2].[*:4],CHEMBL1288592
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Cl[*:4].Cl[*:2].Cl[*:1].[*:3],CHEMBL1288617
O=C(O)C1=Cc2c(c([*:4])c([*:2])c([*:1])c2[*:3])OC1C(F)(F)F,Br[*:1].Br[*:4].C[*:3].C[*:2],CHEMBL3342569
c1cc(Oc2ccc([*:1])cc2[*:2])ccc1OCCN1CCCC1,Br[*:1].[*:2],CHEMBL1775104
c1cc(Oc2ccc([*:1])cc2[*:2])ccc1OCCN1CCCC1,FC(F)(F)[*:2].[*:1],CHEMBL1775099
c1cc(Oc2ccc([*:1])cc2[*:2])ccc1OCCN1CCCC1,O=[N+]([O-])[*:2].[*:1],CHEMBL1775087
CC1(C[*:2])COc2c1cc(C(=O)CCC[*:1])cc2[*:3],C1CC1[*:1].[*:2].[*:3],CHEMBL14735
CC1(C[*:2])COc2c1cc(C(=O)CCC[*:1])cc2[*:3],CC(C)(C)[*:3].[*:1].[*:2],CHEMBL13980
CC1(C[*:2])COc2c1cc(C(=O)CCC[*:1])cc2[*:3],C#C[*:1].CC(C)(C)[*:3].[*:2],CHEMBL13920
CC1(C[*:2])COc2c1cc(C(=O)CCC[*:1])cc2[*:3],C1CC1[*:1].CC(C)(C)[*:3].[*:2],CHEMBL13623
CC1(C[*:2])COc2c1cc(C(=O)CCC[*:1])cc2[*:3],CC(C)(C)[*:3].C[*:1].[*:2],CHEMBL13661
CC1(C[*:2])COc2c1cc(C(=O)CCC[*:1])cc2[*:3],C1CC1[*:1].C[*:2].[*:3],CHEMBL15014
CS(=O)(=O)Nc1cc2c(cc1Sc1nc([*:1])cs1)C(=O)OC2,C=C[*:1],CHEMBL41405
CS(=O)(=O)Nc1cc2c(cc1Sc1nc([*:1])cs1)C(=O)OC2,CC[*:1],CHEMBL43461
CS(=O)(=O)Nc1cc2c(cc1Sc1nc([*:1])cs1)C(=O)OC2,CS[*:1],CHEMBL434014
CS(=O)(=O)Nc1cc2c(cc1Sc1nc([*:1])cs1)C(=O)OC2,C[*:1],CHEMBL43520
CS(=O)(=O)c1ccc(C=C(c2ccccc2)[*:1])cc1,O=C(O)[*:1],CHEMBL405127
CS(=O)(=O)c1ccc(C=C(c2ccccc2)[*:1])cc1,c1ccc([*:1])cc1,CHEMBL2283151
CS(=O)(=O)Nc1ccc(C(=C(C[*:1])c2ccccc2)c2ccccc2)cc1,C[*:1],CHEMBL2283177
CS(=O)(=O)Nc1ccc(C(=C(C[*:1])c2ccccc2)c2ccccc2)cc1,CCC[*:1],CHEMBL2283176
CS(=O)(=O)Nc1ccc(C(=C(C[*:1])c2ccccc2)c2ccccc2)cc1,CCCCC[*:1],CHEMBL2283175
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,C[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL2283150
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,CC[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL1221730
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,CCCCC[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL2283149
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,CCCCCCC[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL2283156
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,Cl[*:3].[*:1].[*:2].[*:4].[*:5],CHEMBL2283174
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,F[*:3].[*:1].[*:2].[*:4].[*:5],CHEMBL2283172
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,C[*:3].[*:1].[*:2].[*:4].[*:5],CHEMBL2283171
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,CC[*:1].O[*:3].[*:2].[*:4].[*:5],CHEMBL1221677
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,CC(=O)O[*:3].CC[*:1].[*:2].[*:4].[*:5],CHEMBL2283154
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,CCCC[*:1].CO[*:3].[*:2].[*:4].[*:5],CHEMBL1221728
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,CC(=O)O[*:3].CCCCCCC[*:1].[*:2].[*:4].[*:5],CHEMBL2283153
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,Cl[*:2].Cl[*:3].[*:1].[*:4].[*:5],CHEMBL361848
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,F[*:3].F[*:5].[*:1].[*:2].[*:4],CHEMBL2283173
CS(=O)(=O)c1ccc(C(=C(c2ccc([*:2])cc2)c2cc([*:4])c([*:3])c([*:5])c2)[*:1])cc1,CC(C)(C)[*:4].CC(C)(C)[*:5].CC[*:1].O[*:3].[*:2],CHEMBL2283158
CC(=NN=C1CC([*:1])C(=O)N1C)c1cc2ccccc2oc1=O,[*:1],CHEMBL4127794
CC(=NN=C1CC([*:1])C(=O)N1C)c1cc2ccccc2oc1=O,C[*:1],CHEMBL4129191
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)N([*:1])[*:2])cc1,COc1cc([*:1])cc(OC)c1OC.[*:2],CHEMBL2333753
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)N([*:1])[*:2])cc1,CCCCCC[*:1].CCCCCC[*:2],CHEMBL2334133
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,C#CCN[*:1],CHEMBL2333744
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,C=CCN(CC=C)[*:1],CHEMBL2334134
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CCC(C)N[*:1],CHEMBL2333748
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CCCCCCN[*:1],CHEMBL2334142
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CCCCN[*:1],CHEMBL2334141
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CCCN[*:1],CHEMBL2334140
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CCN(CC)[*:1],CHEMBL2333755
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CCCN(CCC)[*:1],CHEMBL2334129
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,ClC1CCN([*:1])CC1,CHEMBL2333735
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CC1CC(C)CN([*:1])C1,CHEMBL2333733
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,c1ccc(C2CCN([*:1])CC2)cc1,CHEMBL2333736
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,C1CCN([*:1])C1,CHEMBL2333740
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CC1CCCN([*:1])C1,CHEMBL2334137
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CC1CCCCN1[*:1],CHEMBL2334136
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,C1CN([*:1])CCO1,CHEMBL2333738
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CN1CCN([*:1])CC1,CHEMBL2333737
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,C1CN([*:1])CCS1,CHEMBL2333739
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,C1CCC(N[*:1])CC1,CHEMBL2333750
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CC(C)N[*:1],CHEMBL2333745
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,C(CN[*:1])CN1CCOCC1,CHEMBL2333752
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,c1coc(CN[*:1])c1,CHEMBL2333751
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,O[*:1],CHEMBL2333741
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,ClCCN[*:1],CHEMBL2333742
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,ClCCCN[*:1],CHEMBL2333743
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)[*:1])cc1,CC(C)CN(CC(C)C)[*:1],CHEMBL2334131
CC(=NN[*:1])c1nnn(-c2ccc([*:2])cc2)c1C,NC(=O)[*:1].O=C(O)[*:2],CHEMBL4779635
CC(=NN[*:1])c1nnn(-c2ccc([*:2])cc2)c1C,Cl[*:2].NC(=O)[*:1],CHEMBL4781926
CC(=NN[*:1])c1nnn(-c2ccc([*:2])cc2)c1C,F[*:2].NC(=O)[*:1],CHEMBL4786548
CC(=NN[*:1])c1nnn(-c2ccc([*:2])cc2)c1C,NC(=O)[*:1].NS(=O)(=O)[*:2],CHEMBL4795119
CC(=NN[*:1])c1nnn(-c2ccc([*:2])cc2)c1C,Cl[*:2].NC(=S)[*:1],CHEMBL4794203
CC(=NN[*:1])c1nnn(-c2ccc([*:2])cc2)c1C,NC(=S)[*:1].O=C(O)[*:2],CHEMBL4792785
CC(=NN[*:1])c1nnn(-c2ccc([*:2])cc2)c1C,F[*:2].NC(=S)[*:1],CHEMBL4790291
CC(=NN[*:1])c1nnn(-c2ccc([*:2])cc2)c1C,NC(=S)[*:1].NS(=O)(=O)[*:2],CHEMBL4791577
Cc1c([*:1])nnn1-c1ccc(S(=O)(=O)Nc2nccs2)cc1,CC(=NNC(N)=O)[*:1],CHEMBL4792442
Cc1c([*:1])nnn1-c1ccc(S(=O)(=O)Nc2nccs2)cc1,CC(=NNC(N)=S)[*:1],CHEMBL4779437
Cc1c([*:1])nnn1-c1ccc(S(=O)(=O)Nc2nccs2)cc1,CC(=O)[*:1],CHEMBL4786875
O=S(=O)(c1ccc(-c2nn(C[*:1])c(C(F)(F)F)c2-c2ccc(F)cc2)cc1)[*:2],C=C[*:1].C[*:2],CHEMBL66856
O=S(=O)(c1ccc(-c2nn(C[*:1])c(C(F)(F)F)c2-c2ccc(F)cc2)cc1)[*:2],CCOC(=O)[*:1].C[*:2],CHEMBL65793
O=S(=O)(c1ccc(-c2nn(C[*:1])c(C(F)(F)F)c2-c2ccc(F)cc2)cc1)[*:2],C[*:1].C[*:2],CHEMBL68127
O=S(=O)(c1ccc(-c2nn(C[*:1])c(C(F)(F)F)c2-c2ccc(F)cc2)cc1)[*:2],C[*:1].N[*:2],CHEMBL302266
O=S(=O)(c1ccc(-c2nn(C[*:1])c(C(F)(F)F)c2-c2ccc(F)cc2)cc1)[*:2],C[*:2].c1ccc(C[*:1])cc1,CHEMBL67659
O=S(=O)(c1ccc(-c2nn(C[*:1])c(C(F)(F)F)c2-c2ccc(F)cc2)cc1)[*:2],C[*:2].O=C(Nc1ccccc1)[*:1],CHEMBL67721
CC(=NNc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc([*:1])cc2)c1C,O=C(O)[*:1],CHEMBL4797489
CC(=NNc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc([*:1])cc2)c1C,Cl[*:1],CHEMBL4788147
CC(=NNc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc([*:1])cc2)c1C,F[*:1],CHEMBL4783879
CC(=NNc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc([*:1])cc2)c1C,NS(=O)(=O)[*:1],CHEMBL4780406
CC(=NNc1nc(-c2ccc(Cl)cc2)cs1)c1nnn(-c2ccc([*:1])cc2)c1C,O=S(=O)(Nc1nccs1)[*:1],CHEMBL4794089
N#Cc1cnn(-c2ccc(S(=O)(=O)N[*:1])cc2)c1NC(=O)[*:2],CC(N1CCOCC1)[*:2].[*:1],CHEMBL4452534
N#Cc1cnn(-c2ccc(S(=O)(=O)N[*:1])cc2)c1NC(=O)[*:2],CC(Cl)[*:2].[*:1],CHEMBL4436821
N#Cc1cnn(-c2ccc(S(=O)(=O)N[*:1])cc2)c1NC(=O)[*:2],C1CN(C[*:2])CCO1.[*:1],CHEMBL4532877
N#Cc1cnn(-c2ccc(S(=O)(=O)N[*:1])cc2)c1NC(=O)[*:2],c1ccc([*:2])cc1.[*:1],CHEMBL4437752
N#Cc1cnn(-c2ccc(S(=O)(=O)N[*:1])cc2)c1NC(=O)[*:2],C1CN(CC[*:2])CCO1.[*:1],CHEMBL4443644
N#Cc1cnn(-c2ccc(S(=O)(=O)N[*:1])cc2)c1NC(=O)[*:2],ClC[*:2].[*:1],CHEMBL4531165
N#Cc1cnn(-c2ccc(S(=O)(=O)N[*:1])cc2)c1NC(=O)[*:2],ClCC[*:2].[*:1],CHEMBL4562695
N#Cc1cnn(-c2ccc(S(=O)(=O)N[*:1])cc2)c1NC(=O)[*:2],CC(=O)[*:1].C[*:2],CHEMBL4465079
O=C(Oc1ccc([*:1])c([*:2])c1)c1c(-c2ccccc2)sc2c1CCCC2,CC(=O)N[*:1].[*:2],CHEMBL4069250
O=C(Oc1ccc([*:1])c([*:2])c1)c1c(-c2ccccc2)sc2c1CCCC2,NS(=O)(=O)[*:1].[*:2],CHEMBL4086580
O=C(Oc1ccc([*:1])c([*:2])c1)c1c(-c2ccccc2)sc2c1CCCC2,CC(=O)[*:2].[*:1],CHEMBL4098600
CS(=O)(=O)c1ccc(C=C(C(=O)O)c2ccc([*:1])c([*:2])c2)cc1,CC(=O)N[*:1].[*:2],CHEMBL2283159
CS(=O)(=O)c1ccc(C=C(C(=O)O)c2ccc([*:1])c([*:2])c2)cc1,CC(C)Oc1ccc([*:1])cc1.[*:2],CHEMBL2283161
CS(=O)(=O)c1ccc(C=C(C(=O)O)c2ccc([*:1])c([*:2])c2)cc1,CS(=O)(=O)c1ccc([*:1])cc1.[*:2],CHEMBL2283164
CS(=O)(=O)c1ccc(C=C(C(=O)O)c2ccc([*:1])c([*:2])c2)cc1,Fc1ccc([*:1])c(F)c1.[*:2],CHEMBL2283160
CS(=O)(=O)c1ccc(C=C(C(=O)O)c2ccc([*:1])c([*:2])c2)cc1,Br[*:2].[*:1],CHEMBL2283155
CS(=O)(=O)c1ccc(C=C(C(=O)O)c2ccc([*:1])c([*:2])c2)cc1,CS(=O)(=O)c1ccc([*:2])cc1.[*:1],CHEMBL2283165
c1cc([*:1])ccc1Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1,CC(=O)[*:1],CHEMBL4104574
c1cc([*:1])ccc1Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1,CN(C)C=CC(=O)[*:1],CHEMBL4078762
c1cc([*:1])ccc1Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1,c1cc([*:1])[nH]n1,CHEMBL4085306
c1cc([*:1])ccc1Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1,c1cc([*:1])on1,CHEMBL4080823
c1cc([*:1])ccc1Nc1nc(N2CCCCC2)nc(N2CCCCC2)n1,c1ccc(-n2nccc2[*:1])cc1,CHEMBL4072942
c1cc([*:1])ccc1Nc1nc(N2CCOCC2)nc(N2CCOCC2)n1,CC(=O)[*:1],CHEMBL1578132
