Core,Subst,chembl_id
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,F[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL1729370
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,FC(F)(F)[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL1933506
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,O[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL1933511
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,FC(F)(F)O[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL1933510
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,O=C(O)[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL1933505
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,O=C=N[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL1933508
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].C[*:2].[*:3].[*:4].[*:5],CHEMBL1933652
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].O=[N+]([O-])[*:2].[*:3].[*:4].[*:5],CHEMBL1933653
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].O=C(O)[*:2].[*:3].[*:4].[*:5],CHEMBL1933654
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].[*:2].[*:3].[*:4].C[*:5],CHEMBL1933499
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].[*:2].[*:3].[*:4].Br[*:5],CHEMBL1933497
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].[*:2].[*:3].[*:4].O=[N+]([O-])[*:5],CHEMBL1933500
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].[*:2].[*:3].[*:4].F[*:5],CHEMBL1933498
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,CO[*:1].CO[*:2].[*:3].[*:4].[*:5],CHEMBL1933657
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].C[*:2].C[*:3].[*:4].[*:5],CHEMBL1933658
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,F[*:1].[*:2].[*:3].[*:4].C[*:5],CHEMBL1933517
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,Br[*:1].[*:2].[*:3].[*:4].Br[*:5],CHEMBL1933649
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,F[*:1].[*:2].[*:3].[*:4].Br[*:5],CHEMBL1933515
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,F[*:1].[*:2].[*:3].[*:4].Cl[*:5],CHEMBL1933647
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,F[*:1].[*:2].[*:3].[*:4].FC(F)(F)[*:5],CHEMBL1933516
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,F[*:1].[*:2].[*:3].[*:4].O=[N+]([O-])[*:5],CHEMBL1933648
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,FC(F)(F)[*:1].[*:2].[*:3].[*:4].Br[*:5],CHEMBL1933650
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].O=[N+]([O-])[*:2].[*:3].[*:4].C[*:5],CHEMBL1933655
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,[*:1].FC(F)(F)[*:2].[*:3].[*:4].Br[*:5],CHEMBL1933656
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,CC(C)[*:1].[*:2].[*:3].CC(C)[*:4].CC(C)[*:5],CHEMBL1933659
O=C(NC1CCCCCC1)C1CCN(S(=O)(=O)c2c([*:4])c([*:2])c([*:1])c([*:3])c2[*:5])CC1,Cl[*:1].O=C(O)[*:2].[*:3].[*:4].F[*:5],CHEMBL1933660
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CCCC[*:1],CHEMBL386820
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CCC[*:1],CHEMBL215168
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CC[*:1],CHEMBL214534
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CS(=O)(=O)[*:1],CHEMBL1668935
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)C1)C2,c1ccc(C[*:1])cc1,CHEMBL387034
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,C[*:1].[*:2].[*:3].[*:4],CHEMBL436774
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,CC[*:1].[*:2].[*:3].[*:4],CHEMBL214943
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,CCC[*:1].[*:2].[*:3].[*:4],CHEMBL215125
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,COC(=O)CC[*:1].[*:2].[*:3].[*:4],CHEMBL215827
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,COC(=O)CCC[*:1].[*:2].[*:3].[*:4],CHEMBL214505
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,COC(=O)c1ccc([*:1])cc1.[*:2].[*:3].[*:4],CHEMBL215999
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,COC(=O)c1cccc([*:1])c1.[*:2].[*:3].[*:4],CHEMBL384744
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,COC(=O)c1ccccc1[*:1].[*:2].[*:3].[*:4],CHEMBL214644
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,FC(F)(F)[*:1].[*:2].[*:3].[*:4],CHEMBL217758
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,c1ccc([*:1])cc1.[*:2].[*:3].[*:4],CHEMBL216016
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,O=C(O)c1ccc([*:1])cc1.[*:2].[*:3].[*:4],CHEMBL386384
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,O=C(O)c1cccc([*:1])c1.[*:2].[*:3].[*:4],CHEMBL385946
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,O=C(O)c1ccccc1[*:1].[*:2].[*:3].[*:4],CHEMBL214884
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,c1ccc([*:1])nc1.[*:2].[*:3].[*:4],CHEMBL215161
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,c1cncc([*:1])c1.[*:2].[*:3].[*:4],CHEMBL214128
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,O=C(CC[*:1])N1CCNCC1.[*:2].[*:3].[*:4],CHEMBL3222122
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,c1cc([*:1])ccn1.[*:2].[*:3].[*:4],CHEMBL214179
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,O=C(O)CC[*:1].[*:2].[*:3].[*:4],CHEMBL385348
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,O=C(O)CCC[*:1].[*:2].[*:3].[*:4],CHEMBL426340
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,C[*:1].[*:2].F[*:3].F[*:4],CHEMBL1668923
O=C(NC1CCN(C(=O)[*:1])CC1)NC12CC3([*:2])CC([*:3])(C1)CC([*:4])(C2)C3,C[*:1].F[*:2].F[*:3].F[*:4],CHEMBL1668924
O=C(NCC1CCN(C[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CCC[*:1],CHEMBL386044
O=C(NCC1CCN(C[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CC[*:1],CHEMBL214568
O=C(NCC1CCN(C[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,C[*:1],CHEMBL213611
O=C(NCC1CCN(C[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,c1ccc([*:1])cc1,CHEMBL215146
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,C[*:1],CHEMBL215025
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CC[*:1],CHEMBL215874
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,CCC[*:1],CHEMBL214675
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,COC(=O)CC[*:1],CHEMBL217711
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,COC(=O)CCC[*:1],CHEMBL384075
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,COC(=O)c1ccc([*:1])cc1,CHEMBL215908
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,COC(=O)c1cccc([*:1])c1,CHEMBL215121
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,COC(=O)c1ccccc1[*:1],CHEMBL384280
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,FC(F)(F)[*:1],CHEMBL214127
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,O=C(O)c1ccc([*:1])cc1,CHEMBL387280
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,c1ccc([*:1])cc1,CHEMBL214883
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,c1cncc([*:1])c1,CHEMBL425436
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,c1ccc([*:1])nc1,CHEMBL386855
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,O=C(O)c1cccc([*:1])c1,CHEMBL437328
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,O=C(O)c1ccccc1[*:1],CHEMBL214735
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,c1cc([*:1])ccn1,CHEMBL215069
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,O=C(O)CC[*:1],CHEMBL386455
O=C(NCC1CCN(C(=O)[*:1])CC1)NC12CC3CC(CC(C3)C1)C2,O=C(O)CCC[*:1],CHEMBL215820
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,CC(=O)[*:1],CHEMBL4759592
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,CC(=O)c1ccc([*:1])cc1,CHEMBL4753341
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,CC(C)S(=O)(=O)[*:1],CHEMBL4784283
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,CCC(=O)[*:1],CHEMBL4764423
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,CNc1nc(C)nc([*:1])n1,CHEMBL4746168
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,CS(=O)(=O)[*:1],CHEMBL4758083
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,O=C(C1CC1)[*:1],CHEMBL4800149
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,O=C(C1CCOCC1)[*:1],CHEMBL4762846
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,O=C(c1cccnc1)[*:1],CHEMBL4785423
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,O=C(c1ccccc1F)[*:1],CHEMBL4784603
O=C(NC1CCN([*:1])CC1)NC12CC3CC(CC(C3)O1)C2,c1ccc(C[*:1])cc1,CHEMBL4748933
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,C=CCO[*:1].[*:2],CHEMBL2031951
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,CCCCCO[*:1].[*:2],CHEMBL2031926_CHEMBL439577
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,CCOCCOCCO[*:1].[*:2],CHEMBL244068
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,CO[*:1].[*:2],CHEMBL242256_CHEMBL242470
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,COc1ccc(O[*:1])cc1.[*:2],CHEMBL244192_CHEMBL427695
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,Cc1ccccc1CO[*:1].[*:2],CHEMBL395989_CHEMBL397426
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,Fc1ccc(C[*:1])cc1.[*:2],CHEMBL243522
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,O=C(O[*:1])c1ccccc1.[*:2],CHEMBL2031950
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,C1CCC(CO[*:1])CC1.[*:2],CHEMBL395987_CHEMBL397669
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,C(CO[*:1])CN1CCOCC1.[*:2],CHEMBL2031949_CHEMBL245158
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,Clc1cccc(Cl)c1CO[*:1].[*:2],CHEMBL242025_CHEMBL243124
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,C1CCC(O[*:1])CC1.[*:2],CHEMBL2031789
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,Brc1ccc(CO[*:1])cc1.[*:2],CHEMBL242460_CHEMBL242899
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,Fc1cccc(F)c1CO[*:1].[*:2],CHEMBL376647_CHEMBL395738
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,c1ccc(CO[*:1])cc1.[*:2],CHEMBL242898_CHEMBL395988
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,Brc1ccc(O[*:1])cc1.[*:2],CHEMBL243125_CHEMBL243337
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,Fc1cc(F)cc(O[*:1])c1.[*:2],CHEMBL243336_CHEMBL396546
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,Fc1ccc(O[*:1])cc1.[*:2],CHEMBL243335_CHEMBL374322
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,Clc1ccccc1CO[*:1].[*:2],CHEMBL242900_CHEMBL245255
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,O=C(O)c1cccc(O[*:1])c1.[*:2],CHEMBL244406
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,O=C(O)c1ccccc1O[*:1].[*:2],CHEMBL244407
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,O=[N+]([O-])c1ccc(O[*:1])cc1.[*:2],CHEMBL244193_CHEMBL397694
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,CCCCC(CC)OC(=O)[*:2].[*:1],CHEMBL2070333
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,CCCCCOC(=O)[*:2].[*:1],CHEMBL2070332
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,O=C(O)[*:2].[*:1],CHEMBL2070331
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,O=C(N1CCOCC1)[*:2].[*:1],CHEMBL2032040
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,O=C(NN1CCOCC1)[*:2].[*:1],CHEMBL2031790
O=C(NC1CCC([*:1])C([*:2])C1)NC12CC3CC(CC(C3)C1)C2,C(CO[*:2])CN1CCOCC1.[*:1],CHEMBL563709
O=C(NC1CCN(C(=O)[*:1])CC1)NC1CCC([*:2])([*:3])CC1,C[*:1].[*:2].[*:3],CHEMBL1668927
O=C(NC1CCN(C(=O)[*:1])CC1)NC1CCC([*:2])([*:3])CC1,CC[*:1].[*:2].[*:3],CHEMBL1256164
O=C(NC1CCN(C(=O)[*:1])CC1)NC1CCC([*:2])([*:3])CC1,c1ccc([*:1])nc1.[*:2].[*:3],CHEMBL1668938
O=C(NC1CCN(C(=O)[*:1])CC1)NC1CCC([*:2])([*:3])CC1,C[*:1].[*:2].CC(C)(C)[*:3],CHEMBL1668929
O=C(NC1CCN(C(=O)[*:1])CC1)NC1CCC([*:2])([*:3])CC1,C[*:1].C[*:2].C[*:3],CHEMBL1668930
O=C(NC1CCN(C(=O)[*:1])CC1)NC1CCC([*:2])([*:3])CC1,C[*:1].F[*:2].F[*:3],CHEMBL1668931
O=C(NC1CCCCCC1)NC1CCN(C(=O)[*:1])CC1,C[*:1],CHEMBL1668928
O=C(NC1CCCCCC1)NC1CCN(C(=O)[*:1])CC1,CC[*:1],CHEMBL1257632
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].[*:2].[*:3].[*:4].[*:5],CHEMBL1256163
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,C[*:1].FC(F)(F)O[*:2].[*:3].[*:4].[*:5],CHEMBL1668934
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,C[*:1].FC(F)(F)[*:2].[*:3].[*:4].[*:5],CHEMBL1668932
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,Br[*:2].CC[*:1].[*:3].[*:4].[*:5],CHEMBL1258336
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].O=C(O)[*:2].[*:3].[*:4].[*:5],CHEMBL1258219
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC(C)[*:2].CC[*:1].[*:3].[*:4].[*:5],CHEMBL1257877
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].COC(=O)[*:2].[*:3].[*:4].[*:5],CHEMBL1258107
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].FC(F)(F)[*:2].[*:3].[*:4].[*:5],CHEMBL1258670
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].C[*:2].[*:3].[*:4].[*:5],CHEMBL1257756
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].Cl[*:2].[*:3].[*:4].[*:5],CHEMBL1258335
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].CC[*:2].[*:3].[*:4].[*:5],CHEMBL1257757
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].F[*:2].[*:3].[*:4].[*:5],CHEMBL1258221
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].O[*:2].[*:3].[*:4].[*:5],CHEMBL1258220
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].I[*:2].[*:3].[*:4].[*:5],CHEMBL1258337
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].c1ccc(O[*:2])cc1.[*:3].[*:4].[*:5],CHEMBL1257879
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].CO[*:2].[*:3].[*:4].[*:5],CHEMBL1257878
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].O=[N+]([O-])[*:2].[*:3].[*:4].[*:5],CHEMBL1258106
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,CC[*:1].FC(F)(F)O[*:2].[*:3].[*:4].[*:5],CHEMBL1258904
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,C1CC1[*:1].FC(F)(F)O[*:2].[*:3].[*:4].[*:5],CHEMBL1257405
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,FC(F)(F)O[*:2].FC(F)(F)[*:1].[*:3].[*:4].[*:5],CHEMBL1257517
O=C(Nc1cc([*:3])c([*:2])c([*:4])c1[*:5])NC1CCN(C(=O)[*:1])CC1,C[*:1].FC(F)(F)[*:4].[*:2].[*:3].[*:5],CHEMBL1668933
